ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Mining Date of Issue,Mining Date of Validity,Mining Other Info,Mining Status of Approval,Mining Estimated Reserve Names,Mining Estimated Reserve FL,Mining Estimated Reserve NFL,Mining Proved Reserves,Mining Indicated Reserves,Mining Inferred Reserves,Mining Mineable Reserves,Mining Approved Life of Mine,Mining Approving Authority Name,Mining Life of Mine Other Info,Mining Type of Mining,Mining Method of Mining,Mining Type of Mining Other Info,Mining Blasting Other Info,Mining External Dumping Remarks,Mining Internal Dumping Remarks,Mining Topsoil Dumping Remarks,Mining Total Quarry Area,Mining Quarry Other Info,Mining Transportation Mode From Pithead,Mining Transportation Mode From Loading,Mining Transportation Mode Other Info,Mining Plantation Area,Mining Water Body,Mining Public Use,Mining Other Use,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Plot Number,District,Project Description,Employment (Operational),proposal_url,Village Code,Employment (Construction),KML URLs
9061095,New,WL/JK/DRKWATER/443323/2023,2023-09-06T10:01:42.664+00:00,,,0.1,367.84,JAL SHAKTI DEPARTMENT PHE KASHMIR,,Wildlife clearance form,,,,WSS CHECKI DARA (AUG DARA),JAMMU AND KASHMIR,Kangan,Satrina,,,,Non - Linear,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-06T10:17:06.716+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganderbal,PROPASL FOR DIVERSION OF FOREST LAND FOR CONSTRUCION OF WSS CHECKI DARA  UNDER PROPASL NO. FP/JK/WATER/145548/2021,600000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9061095,002908,600000.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9059497&refType=caf&uuid=a237fbcb-f72a-4354-abdf-be3e6554b9ee&version=1.0
9034881,New,FP/JK/ROAD/443210/2023,2023-09-05T13:15:43.519+00:00,,Pending at UA for Compensatory Levies Payment and Compliance Report,0.885,161.11,PWD R&B DIVISION POONCH,,Forest clearance form,,,,Construction of road from Bhatakaas to Mohalla Gujjran Topa in Km 1st & 2nd ,JAMMU AND KASHMIR,Mendhar,Thera,,,,Linear,0.324,0.561,0.885,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-10T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEAR AIRFIELD POONCH LOK NIRMAN BHAVAN,,1,State Government (Department/Autonomous body),Technical Officer to executive engineer,,1,,,Punch,"This project is of utmost importance as it will cater thousand of population residing in far flung areas of Bhatakass , Topa of Tehsil Mendhar of District Poonch.",735.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9034881,1195,735.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9028562&refType=caf&uuid=20cf1e50-7f70-42f5-a9ea-200c3cc292ec&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9028562&refType=FC&uuid=81c129ea-e5a4-4d46-ba4b-da467a4675ff&version=1.4
9015235,New,FP/JK/CommPost/443119/2023,2023-09-05T08:16:56.968+00:00,2025-03-05T06:17:16.162+00:00,Final Diversion Order Issued,0.05,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Hil Kaka,JAMMU AND KASHMIR,Surankote,Marhote,,,,Non - Linear,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-28T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Punch,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME HIL KAKA BTS ID - UVJKRJO00135  SUB DISTT. SURANKOTE, DISTT. POONCH",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9015235,1238,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9014279&refType=caf&uuid=411fe295-f406-43db-b33a-1d80ab5f898e&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9014279&refType=FC&uuid=7de6c7fa-8f40-4649-956c-4c4bba4d04d5&version=1.0
9012785,New,FP/JK/CommPost/443108/2023,2023-09-05T07:32:35.554+00:00,2024-07-19T09:51:20.945+00:00,Final Diversion Order Issued,0.0225,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Goduflal,JAMMU AND KASHMIR,Billawar,Dodu Falal(Godu Falal),,,,Non - Linear,0.0,0.0225,0.0225,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-04T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Kathua,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME GODUFLAL ;BTS ID - UVJKJMT00281  SUB DISTT. BILLAWAR, DISTT. KATHUA",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9012785,001667,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9012658&refType=caf&uuid=be7604ad-e636-40e2-8da8-ea3e755013b9&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9012658&refType=FC&uuid=3a83504e-b4f5-4a32-8bef-62687ad4cb13&version=1.2
9009874,New,FP/JK/CommPost/443097/2023,2023-09-05T06:46:28.678+00:00,2024-05-10T13:53:13.945+00:00,Final Diversion Order Issued,0.025,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Malad,JAMMU AND KASHMIR,Billawar,Malar,,,,Non - Linear,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-27T09:42:19.010+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Kathua,"ONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME MALAD ;BTS ID - UVJKJMT00279  SUB DISTT. BILLAWAR, DISTT. KATHUA",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9009874,0,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9009728&refType=caf&uuid=e6dd08c5-cd9d-4adb-b7ab-a3c036d91a78&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9009728&refType=FC&uuid=2a3d695e-5eb1-4dda-b466-2ff06b6b5e1e&version=1.1
9006828,New,FP/JK/CommPost/443081/2023,2023-09-05T05:48:44.546+00:00,,Pending on UA for Compensatory Levies Payment,0.025,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Plakh,JAMMU AND KASHMIR,Basohli,Plakh,,,,Non - Linear,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-04T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Kathua,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME PLAKH;BTS ID - UVJKJMT00358 SUB DISTT. BASOHLI, DISTT. KATHUA",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9006828,1739,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9006580&refType=caf&uuid=6657b522-1a4e-4ffc-af46-77a1c9ca0ddb&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9006580&refType=FC&uuid=a512ffcc-9920-4696-9843-828ee7abcaf0&version=1.0
9005638,New,FP/JK/CommPost/443076/2023,2023-09-05T05:28:55.105+00:00,2024-05-22T11:57:34.081+00:00,Final Diversion Order Issued,0.025,24.0,BHARAT SANCHAR NIGAM LIMITED,,Forest clearance form,,,,4G Saturation Project Avatar,JAMMU AND KASHMIR,Basohli,Poonda,,,,Non - Linear,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-04T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,1,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,1,,,Kathua,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME AVATAR;BTS ID - UVJKJMT00340 SUB DISTT. BASOHLI, DISTT. KATHUA",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9005638,0,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9005477&refType=caf&uuid=62bca3dd-4d58-4b3a-ace9-c52316ba3c41&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9005477&refType=FC&uuid=3efcf2c7-2d91-41a4-b364-727eded47d45&version=1.0
9005063,New,FP/JK/CommPost/443074/2023,2023-09-05T05:15:55.477+00:00,2024-05-19T03:36:29.488+00:00,Final Diversion Order Issued,0.025,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Hadat,JAMMU AND KASHMIR,Basohli,Hadat,,,,Non - Linear,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-05T05:21:10.690+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Kathua,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME HADAT ;BTS ID - UVJKJMT00339  SUB DISTT. BASOHLI, DISTT. KATHUA",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9005063,0,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9004956&refType=caf&uuid=c4056d56-353f-449d-97e8-1b3d765dfb81&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9004956&refType=FC&uuid=18ec9412-221f-42d8-8984-9ab46c616729&version=1.0
9003797,New,FP/JK/CommPost/443071/2023,2023-09-05T04:48:47.327+00:00,2024-05-22T15:44:03.929+00:00,Final Diversion Order Issued,0.025,24.0,BHARAT SANCHAR NIGAM LIMITED,,Forest clearance form,,,,4G Saturation Project Sandroon ,JAMMU AND KASHMIR,Bani,Sand Roohn,,,,Non - Linear,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-04T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,1,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,1,,,Kathua,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME SANDROON BTS ID - UVJKJMT00363 SUB DISTT. BANI, DISTT. KATHUA",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9003797,0,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9003385&refType=caf&uuid=2b9a79fe-1096-42e9-87de-65cf4c7f9a56&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9003385&refType=FC&uuid=0962481d-f5be-4748-8682-9fb072094e6a&version=1.2
9003582,New,FP/JK/WATER/443068/2023,2023-09-05T04:41:58.866+00:00,,DELISTED_BY_SYSTEM,0.1792,577.82,CHIEF ENGINEER JAL SHAKTI VIBHAG,,Forest clearance form,,,,Water Supply Scheme Thein,JAMMU AND KASHMIR,Kathua,Then,,,na,Hybrid,0.0,0.1792,0.1792,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-14T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathua ,Kathua,1,State Government (Department/Autonomous body),Executive Engineer,,1,,na,Kathua,Water Supply Scheme for Thein Village ,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9003582,0,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7233690&refType=caf&uuid=60bfbbc3-affc-4998-8c44-9691b56d8c82&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=7233690&refType=FC&uuid=fd5a81e0-b579-4c4e-9773-a95544ce95c2&version=1.2
9003382,New,FP/JK/WATER/443067/2023,2023-09-05T04:33:14.599+00:00,,DELISTED_BY_SYSTEM,0.1792,577.82,CHIEF ENGINEER JAL SHAKTI VIBHAG,,Forest clearance form,,,,Water Supply Scheme Thein,JAMMU AND KASHMIR,Kathua,Then,,,na,Hybrid,0.0,0.1792,0.1792,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-05T04:37:14.788+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathua ,Kathua,1,State Government (Department/Autonomous body),Executive Engineer,,1,,na,Kathua,Water Supply Scheme for Thein Village ,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9003382,0,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7233690&refType=caf&uuid=60bfbbc3-affc-4998-8c44-9691b56d8c82&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=7233690&refType=FC&uuid=207ec66b-4061-4211-95e7-da75803b0626&version=1.0
9002838,New,FP/JK/CommPost/443065/2023,2023-09-05T04:12:00.625+00:00,2024-06-15T06:09:25.926+00:00,Final Diversion Order Issued,0.05,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Forest Block (Budhal-B),JAMMU AND KASHMIR,Budhal,Dandwat,,,,Non - Linear,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-05T04:21:10.507+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Rajouri,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME FOREST BLOCK (BUDHAL-B) ;BTS ID - UVJKRJO00214 SUB DISTT. BUDHAL, DISTT. RAJOURI",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9002838,001453,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9002586&refType=caf&uuid=ea00fd9a-5ead-44a3-82e6-ac0a7985f846&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9002586&refType=FC&uuid=177aaff2-9074-4fed-b675-847860fb1c4a&version=1.0
9002390,New,FP/JK/CommPost/443063/2023,2023-09-05T03:42:36.924+00:00,2024-05-16T17:20:47.468+00:00,Final Diversion Order Issued,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Forest clearance form,,,,4G Saturation Project Nalinika,JAMMU AND KASHMIR,Udhampur,Nali Nika,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-07T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,1,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,1,,,Udhampur,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME NALINIKA BTS ID - UVJKUDH00160 SUB DISTT. MOUNGRI, DISTT. UDHAMPUR",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9002390,0,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9002371&refType=caf&uuid=e383d865-d82b-44e2-973c-190dbc62ef0f&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9002371&refType=FC&uuid=4f2a07b0-e54e-4e74-949e-26877189f7b2&version=1.2
9002228,New,FP/JK/CommPost/443062/2023,2023-09-05T03:29:11.345+00:00,,REMOVED,0.0186,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Dudu,JAMMU AND KASHMIR,Ramnagar,Dudu,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-07T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Udhampur,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME DUDU BTS ID - UVJKUDHO0192 SUB DISTT. LATTI MAROTHI, DISTT. UDHAMPUR",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9002228,005043,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9002172&refType=caf&uuid=f9be3f7f-88ee-46d4-aec0-8f18c7a93866&version=1.3;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=9002172&refType=FC&uuid=26eb3996-107a-4c6f-a5d8-612576b87fa1&version=1.4
8980192,New,WL/JK/DEF/442969/2023,2023-09-04T08:44:59.922+00:00,,,0.3834,2539.0,Ministry of Defense,,Wildlife clearance form,,,,"Distributed Snowpack modelling, Real Time Avalanche Monitoring and Autonomous Early Warning System-AVALINE",JAMMU AND KASHMIR,Handwara,Badwan,,,,Linear,0.0,0.3834,0.3834,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-06T06:40:23.011+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kupwara,"DGREissues daily avalanche warnings/forecasting for the troops and civil;population residing in the snowbound areas of Indian Himalaya during winter.;The accuracy of forecast highly depends on the snow and meteorological data;collected from the field locations. Moreover, timely detection of snow;avalanche occurrence helps in hazard management related issues. In this;direction DGREhas taken up a new project to monitor and model snow;avalanche phenomenon by developing an Integrated Avalanche Monitoring;System (lAMS) along Sonamarg-Zozila (s-z) axis and Chowkibal-Tangdhar (C-;T) axis with following objective * Development of real-time avalanche;monitoring systems for avalanche affected transportation corridors using a;combination of infrasonic sensor network, geophone sensor network and;Doppler based avalanche detection radar.",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8980192,000341,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7320808&refType=caf&uuid=f016ab0a-ac33-4b51-b982-2c8af53f9838&version=1.0
8973437,New,FP/JK/FVC/442945/2023,2023-09-04T06:42:34.015+00:00,,DELISTED_BY_SYSTEM,0.5,270.22,Public Works Department,,Forest clearance form,,,,Construction of road from Dogripora to Dardhaji,JAMMU AND KASHMIR,Handwara,Lachi Pora,,,,Linear,0.2,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-04-06T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Executive Engineer R&B Division Handwara,Dardhaji  Handwara  Srinagar,1,State Government (Department/Autonomous body),Executive Engineer,Head quarter Handwara,1,,,Kupwara,"Earth cutting/filling,Nallah muck, WBM G-II,III,BM 50mm thick and  Seat coat of 25 mm thick, RCC Culvert, CC Drain, Pipe laying, Protection works etc.",8830.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8973437,000224,8810.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2327371&refType=caf&uuid=c3ddbabe-08e6-4628-b514-1c68ac0827e4&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=2327371&refType=FC&uuid=d14ad5cf-3ef7-4d01-be25-2deee1117486&version=1.0
8971445,New,FP/JK/ROAD/442936/2023,2023-09-04T06:12:10.175+00:00,,Pending at UA for Compensatory Levies Payment and Compliance Report,0.6,10.0,PWD R&B DIVISION POONCH,,Forest clearance form,,,,Construction of road from ThangraliGali to Palani via Sarpanch House,JAMMU AND KASHMIR,Surankote,Bachian Wali,,,,Linear,0.222,0.378,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-03T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEAR AIRFIELD POONCH LOK NIRMAN BHAVAN,,1,State Government (Department/Autonomous body),Technical Officer to Executive Engineer,,1,,,Punch,"The length of this project is  km and is very important as it will connect the unconnected habitations of Villages Kalaban, Chunga Charoon  having population of 3200 approximately.",735.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8971445,001137,735.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8971001&refType=caf&uuid=1c5b8857-bc44-4a6c-8da5-5b5a48fecf2e&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=8971001&refType=FC&uuid=f492231a-851d-4e7a-91b0-47b0fbaafc80&version=1.0
8943076,New,WL/JK/CommPost/442834/2023,2023-09-02T09:45:26.570+00:00,,,0.05,24.0,MAHESH NAIR,,Wildlife clearance form,,,,4G Saturation Project Allah Khodi,JAMMU AND KASHMIR,Surankote,Chandimarh,,,,Non - Linear,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-02T09:57:56.655+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punch,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME ALLAH KHODI BTS ID - UVJKRJ000137  SUB DISTT. SURANKOTE, DISTT. POONCH",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8943076,1260,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8942534&refType=caf&uuid=61b65344-97bd-4673-88fa-c00a55f80e3d&version=1.0
8942006,New,FP/JK/CommPost/442826/2023,2023-09-02T09:10:36.049+00:00,,Final Diversion Order Issued,0.05,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Dogrian,JAMMU AND KASHMIR,Surankote,Dogrian,,,,Non - Linear,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-28T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Punch,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME DOGRIAN BTS ID - UVJKRJO00136  SUB DISTT. SURANKOTE, DISTT. POONCH",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8942006,1259,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8941927&refType=caf&uuid=2a275669-107d-4180-b916-0173c2c48c1e&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=8941927&refType=FC&uuid=c1d7c210-5ec6-47c4-8e02-b30e9154181f&version=1.0
8941119,New,FP/JK/CommPost/442821/2023,2023-09-02T08:41:11.589+00:00,,Pending on UA for Compensatory Levies Payment,0.05,24.0,MAHESH NAIR,,Forest clearance form,,,,4G Saturation Project Murrah Dophali,JAMMU AND KASHMIR,Surankote,Murrah,,,,Non - Linear,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-28T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,32,,,Punch,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME MURRAH DOPHALI ;BTS ID - UVJKRJO00133  SUB DISTT. SURANKOTE, DISTT. POONCH",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8941119,1257,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8940979&refType=caf&uuid=f707d036-0ea5-4f18-93c7-be90d595111b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=8940979&refType=FC&uuid=1115da9d-a718-417c-bc7e-af1bafb143af&version=1.2
