ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Village Code,Employment (Construction),proposal_url,Plot Number,KML URLs,District,Project Description,Employment (Operational)
119864188,Expansion,IA/DL/INFRA2/523717/2025,2025-02-12T07:18:09.933+00:00,,Forwarded to MS,17.5,13400.0, BOCHASANWASI SHRI AKSHARPURUSHOTTAM SWAMINARAYAN SANSTHA,Perfact Enviro Solutions Pvt. Ltd. ,Environment clearance form,TOR,B2,Building / Construction ,"Expansion of the Cultural Complex ""Akshardham"" at N.H. 24, Pramukh Swami Maharaj Marg, Akshardham Setu, New Delhi by B.A.P.S. Swaminarayan Sanstha (Bochasanwasi Shri Aksharpurshottam Swaminarayan Sanstha) ",DELHI,NAZUL,NA,21/01/2025-IA.III,,,Non - Linear,17.5,0.0,17.5,0.0,0.0,0.0,11000.0,2400.0,0,0,0,Not applicable as the project or activity is site specific,,NO,YES,NO,2025-02-15T09:24:52.316+00:00,,,,,,,,,,,,,0,73000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119864188,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119861423&refType=caf&uuid=1e34bf18-e61a-4155-95c7-c6dce0feba28&version=1.0,Central,"Environment Clearance has been granted vide Letter No. DPCC/SEAC/163/SEIAA/31/2013 dated 30.07.2013 by the State Level Environment Impact Assessment Authority, Delhi. ;After expansion, the built-up area will increase from 80,907.57 m² to 93,853.34 m2",2190000.0
119761778,New,IA/DL/INFRA2/523483/2025,2025-02-11T06:44:13.378+00:00,,Under Examination,1.2413,27350.0,zagros developers limited,Ind Tech House Consult ,Environment clearance form,TOR,B2,Building / Construction ,"Construction of Commercial Building at Plot No- LP-03-03 At Aerocity Downtown District, Indira Gandhi International Airport, New Delhi",DELHI,Vasant Vihar,MAHIPALPUR,,,,Non - Linear,1.2413,0.0,1.2413,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-11T08:55:46.912+00:00,,,,,,,,,,,,,0,750020.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119761778,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119755671&refType=caf&uuid=9ed21e46-0b2a-4eb2-aabf-1f5289eaeb4d&version=1.0,New Delhi,"The Proposed project is Construction of Commercial Building at Plot No- LP-03-03 At Aerocity Downtown District, Indira Gandhi International Airport, New Delhi. The proposed site is for commercial development.  The total plot area of the project is 12,413.12 Sq.m. and builtup area will be 73897.95 Sq.m. As per approved Master Plan for Delhi - 2021 (Approved by Delhi Development Authority vide Resolution No. 142/2006 dated 19th January, 2007), the project area is demarcated as ""AIRPORT"". As per the Airport Master Plan, the Project Site is designated as ""Commercial Zone"".",1071375.0
119080923,New,FP/DL/PWR_TRANS/522006/2025,2025-02-01T11:00:26.574+00:00,,Pending at UA for DFO EDS Reply,23.4165,111086.0,SIKAR KHETRI TRANSMISSION LIMITED,,Forest clearance form,,,,"Construction of Sikar-II Narela 765 KV D/C   Transmission Line under Transmission Scheme for evacuation of power from REZ in Rajasthan (20GW) under Phase-III Part-D, State in Delhi",DELHI,Narela,MUNGESHPUR,,,,Linear,22.0966,1.3199,23.4165,0.0,0.0,0.0,0.0,0.0,0,0,0,YES,,NO,NO,NO,2025-07-11T18:30:00.000+00:00,,,Degraded Forest Land,true,"765/400 kV Substation, Village-Jurathra, VPO -Jurathra , District-Sikar (Rajasthan)",SIKAR,8,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",DGM,SIKAR,8,,63888,72000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119080923,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119079813&refType=caf&uuid=a9698f85-1aa8-4d75-b613-57f7cc85d2cb&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=119079813&refType=caf&uuid=5c02aa1b-ebd3-48ed-95f2-67e9965bf23b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=119079813&refType=caf&uuid=61b2271a-bba0-4bb6-b402-2752204c07be&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=119079813&refType=FC&uuid=19de243e-7ff6-4008-87da-51d39c3eb14c&version=1.0,North,"Construction of Sikar-II Narela 765 KV D/C   Transmission Line under Transmission Scheme for evacuation of power from REZ in Rajasthan (20GW) under Phase-III Part-D, State in Delhi",191625.0
118944751,Expansion,IA/DL/INFRA2/521614/2025,2025-01-31T06:07:48.857+00:00,,Under Examination,4.84,25000.0,SIR GANGA RAM TRUST SOCIETY,Grass Roots Research and Creation India (P) Ltd.,Environment clearance form,TOR,B2,Building / Construction ,Expansion of Sir Ganga Ram Hospital by Sir Ganga Ram Trust Society ,DELHI,Karol Bagh,NA,,,,Hybrid,4.84,0.0,4.84,0.0,0.0,0.0,10000.0,15000.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-07T05:46:28.641+00:00,,,,,,,,,,,,,0,6000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=118944751,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=118941866&refType=caf&uuid=c34a4f75-7a05-48c9-8ef6-34257362ed81&version=1.0,Central,"Sir Ganga Ram Trust Society (Project Proponent) proposes the expansion of Sir Ganga Ram Hospital Project. The project site is located at Sir Ganga Ram Marg, Rajinder Nagar, New Delhi for increase in Built up area from 103327.501 sqm to 132420.931 sqm. The plot area will remain same i.e. 48422.35 sqm.",1080800.0
118436016,New,IA/DL/INFRA2/520179/2025,2025-01-25T07:57:24.950+00:00,,Under Examination,2.0318,10200.0,DTU HOTELS PRIVATE LIMITED,,Application for Transfer of EC- Form-7,OTHER,B2,,Redevelopment of Motel,DELHI,Vasant Vihar,SAMALKA,SEIAA-D/C304/EC-331/2016,,,Hybrid,2.0318,0.0,2.0318,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-05-23T13:26:04.089+00:00,,,,,"Hotel Uppal Orchid, Near IGI Airport, Opp. Shiv Murti, New Delhi",,7,Private Limited,Authorized Signatory,,7,,64058,109500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=118436016,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=118430363&refType=caf&uuid=a463499f-43dc-4bd6-8eea-7c75aaaf37a3&version=1.0,New Delhi,"The proposed project is a ""Motel Complex"" located at Near IGI Airport, Opposite Shiv Murti,;New Delhi having total plot area is 20318.456 sqm and built-up area is 53404.631 sqm and the;total estimated cost of the project is Rs. 102 Crores.",5657500.0
117760019,Expansion,IA/DL/INFRA2/518928/2025,2025-01-17T09:40:59.971+00:00,2025-02-03T05:20:35.637+00:00,Standard ToR Granted,2.47,30000.0, TARC PROJECTS LIMITED,Perfact Enviro Solutions Pvt. Ltd. ,Environment clearance form,TOR,B1,Townships/ Area Development Projects / Rehabilitation Centres,"Expansion in “Group Housing” at 67, Najafgarh Road, Kirti Nagar, New Delhi",DELHI,Patel Nagar,BASAI DARAPUR,21/10/2025-IA.III,,,Non - Linear,2.47,0.0,2.47,0.0,0.0,0.0,30000.0,0.0,0,0,0,NO,No. alternate site has been examined.,NO,NO,NO,2025-01-25T06:07:39.630+00:00,,,,,,,,,,,,,0,1277500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=117760019,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=117425917&refType=caf&uuid=5098243c-4bd7-4842-9ca8-b583f09361ac&version=1.0,West,"The proposed project is the Expansion of “Group Housing'' located at Plot no. 67 Kirti Nagar, Industrial Area, Najafgarh Road, New Delhi to be developed by M/s Tarc Projects Limited. Since the total built-up area of the project is more than 1,50,000 m2, the project falls under Activity 8(b), Category B as per schedule of EIA Notification, 2006 and its subsequent amendments. ;",0.0
117609537,New,IA/DL/INFRA2/518657/2025,2025-01-15T14:24:34.429+00:00,,Forwarded to MS,2.7505,73920.0,The India hume pipe company limited ,,Environment clearance form,EC,B1,,"PROPOSED GROUP HOUSING PROJECT LOCATED AT PLOT NO 82, BLOCK NO. B-II, MOHAN COOPERATIVE INDUSTRIAL ESTATE LTD., MATHURA ROAD, BADARPUR, NEW DELHI",DELHI,Kalkaji,PUL PEHALADPUR, 21/04/2025-IA.III,,"Plot no 82, Block No. B-II",Non - Linear,2.7505,0.0,2.7505,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-01-15T15:02:41.686+00:00,Building or Construction projects or Area Development projects or Townships,,,,,,,,,,,,64082,15350.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=117609537,"Plot no 82, Block No. B-II",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115730004&refType=caf&uuid=563b334e-bfdd-4372-a5bd-fe0f60984d6c&version=1.0,South East,"Proposed Group Housing Project Located at Plot no 82, Block No. B-II, Mohan Cooperative Industrial Estate Ltd., Mathura Road, Badarpur, New Delhi. The total plot area of the project is 27504.78 sq.m and the built-up area of the project is 184457.45 sq.m.",152620.0
117468767,New,IA/DL/INFRA2/518408/2025,2025-01-13T12:33:40.772+00:00,2025-01-22T05:52:39.112+00:00,Standard ToR Granted,385.415,16900.0,Jawaharlal Nehru University,Ind Tech House Consult ,Environment clearance form,TOR,B1,Townships/ Area Development Projects / Rehabilitation Centres,"PROPOSED HOSTEL BUILDING FOR SCHOOL OF ENGINEERING & ATAL BIHARI VAJPAYEE SCHOOL OF MANAGEMENT AND ENTREPRENEURSHIP (SOE & ABVSME) AT EXISTING JNU CAMPUS, NEW DELHI",DELHI,Mehrauli,BER SARAI,21/09/2025-IA.III,,,Non - Linear,385.415,0.0,385.415,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-01-13T13:34:48.043+00:00,,,,,,,,,,,,,0,15100.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=117468767,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=117467796&refType=caf&uuid=c0f9ab70-eb8d-4899-999f-51220fdf409e&version=1.0,South,A new hostel building is being proposed at existing JNU campus having existing plot area 3854150;sqm. Existing Builtup area is 420401.3 sqm and existing ground coverage is 172154.7 sqm.,18300.0
116930377,New,FP/DL/ROAD/517632/2025,2025-01-07T11:35:24.299+00:00,,DELISTED_BY_SYSTEM,0.4657,257.34,"Construction of Flyover with Ramps, Footpath, Road Work including Road Signage, Street Light works, Drainage, Horticulture, Mural Works & allied  works at Road No. 56 between Anand Vihar ROB and Apsara Border ROB, 	New Delhi (EPC Mode).",,Forest clearance form,,,,"Construction of Flyover with Ramps, Footpath, Road Work including Road Signage, Street Light works, Drainage, Horticulture, Mural Works & allied  works at Road No. 56 between Anand Vihar ROB and Apsara Border ROB,  New Delhi (EPC Mode).",DELHI,Seema Puri,NA,,,,Linear,0.0,0.4657,0.4657,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-04T18:30:00.000+00:00,,,,false,"O/o EE, F-51, PWD, Under Ring Road Bypass I.G. Stadium Oppt. Gate No. 9, New Delhi -02",,7,State Government (Department/Autonomous body),Executive Engineer,,7,,0,46460.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=116930377,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=116926674&refType=caf&uuid=1e53f299-897f-43bf-87f0-de0734e12d02&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=116926674&refType=FC&uuid=101e5d09-dd18-4a55-9fd3-53673223ce40&version=1.0,Shahdara,"Construction of Flyover with Ramps, Footpath, Road Work including Road Signage, Street Light works, Drainage, Horticulture, Mural Works & allied  works at Road No. 56 between Anand Vihar ROB and Apsara Border ROB,  New Delhi (EPC Mode).",46410.0
116022371,New,FP/DL/ROAD/516383/2024,2024-12-27T10:13:15.728+00:00,,Pending at DFO due to EDS by Nodal Officer,2.7678,888.2658, DELHI METRO RAIL CORPORATION LIMITED,,Forest clearance form,,,,Strengtening/Improvement of Wazirabad road from Yamuna Viahr to Bhajanpura,DELHI,Yamuna Vihar,ZIALUDDIN PUR,,,"0/28,0/27,0/42,0/43,0/44,0/45,0/93,0/108,0/32,0/31,0/94,0/30,0/29,0/57",Linear,1.8415,0.9263,2.7678,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-01-15T18:30:00.000+00:00,,,,false,"Metro Bhawan, Fire Brigade Lane, Bharakhambha Road, New Delhi ",,7,Joint Venture (Govt. + Govt.),Sr. General Manager/Land,,7,,63975,4600.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=116022371,"0/28,0/27,0/42,0/43,0/44,0/45,0/93,0/108,0/32,0/31,0/94,0/30,0/29,0/57",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115996515&refType=caf&uuid=d93fa0a9-4e95-4294-b203-a137f4e20257&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=115996515&refType=FC&uuid=5e9a9c18-f50f-458e-8297-b8567adf81c5&version=1.0,North East,The road alignment is passing through the deemed forest between Yamuna Vihar - Bhajanpura,360.0
115731675,New,IA/DL/INFRA2/515970/2024,2024-12-24T12:04:49.347+00:00,2025-01-09T13:27:17.688+00:00,Standard ToR Granted,2.7505,73920.0,The India hume pipe company limited ,Ind Tech House Consult ,Environment clearance form,TOR,B1,Townships/ Area Development Projects / Rehabilitation Centres,"PROPOSED GROUP HOUSING PROJECT LOCATED AT PLOT NO 82, BLOCK NO. B-II, MOHAN COOPERATIVE INDUSTRIAL ESTATE LTD., MATHURA ROAD, BADARPUR, NEW DELHI",DELHI,Kalkaji,PUL PEHALADPUR, 21/04/2025-IA.III,,"Plot no 82, Block No. B-II",Non - Linear,2.7505,0.0,2.7505,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-01-03T12:59:24.931+00:00,,,,,,,,,,,,,64082,15350.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=115731675,"Plot no 82, Block No. B-II",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115730004&refType=caf&uuid=563b334e-bfdd-4372-a5bd-fe0f60984d6c&version=1.0,South East,"Proposed Group Housing Project Located at Plot no 82, Block No. B-II, Mohan Cooperative Industrial Estate Ltd., Mathura Road, Badarpur, New Delhi. The total plot area of the project is 27504.78 sq.m and the built-up area of the project is 184457.45 sq.m.",152620.0
115578887,Expansion,IA/DL/INFRA2/515776/2024,2024-12-23T09:25:47.237+00:00,2025-04-11T05:19:17.850+00:00,EC Granted,2066.325,1600000.0, DELHI INTERNATIONAL AIRPORT LIMITED,,Application for Amendment in EC- Form-4,OTHER,A,,Amendment in existing Environment Clearance of Indira Gandhi International Airport,DELHI,Delhi Cantonment,BAGROLA,F. No. 10-72/2016-IA-III ,,,Non - Linear,2066.325,0.0,2066.325,0.0,0.0,0.0,1600000.0,0.0,0,0,0,NO,"The proposed project is an amendment in the developmental activities of within the existing airport premises. Hence, no alternative sites have been examined.",NO,NO,NO,2025-01-29T13:14:16.316+00:00,Other,,,,,,,,,,,,0,1095000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=115578887,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115238661&refType=caf&uuid=c1b3e310-8baa-4dd7-9cb8-1b48363d4252&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115238661&refType=caf&uuid=2b70da76-3b9d-4588-9572-2ec2a9a8339b&version=1.0,New Delhi,"Airport Operation and management. Delhi International Airport Limited (DIAL) was awarded Environment Clearance (EC) for Expansion of Indira Gandhi International Airport in year 2018. An amendment in existing Environment Clearance is sought as per General Condition (II), for a minor change in land utilization within the existing airport master plan of airport land.",12410000.0
114633500,New,IA/DL/INFRA2/514387/2024,2024-12-12T11:28:49.965+00:00,,Proposal returned in present form,2.0879,86300.0, GODREJ VESTAMARK LLP,,Application for amendment in ToR (for categories A & B1)/Amendment in EC (for category B2)- Form-3,OTHER,B2,Building / Construction ,"Application for Amendment in Environment Clearance of Group Housing Project at Plot no. B- 319, Okhla Industrial Area, Phase I, New Delhi by M/S GODREJ VESTAMARK LLP ",DELHI,Kalkaji,TEHKHAND,F.No.IA3-21/10/2021-IA.III,,B 319,Linear,2.0879,0.0,2.0879,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-01-11T18:00:27.114+00:00,,,,,,,,,,,,,0,13900.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114633500,B 319,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114471048&refType=caf&uuid=6c3f797e-960d-455d-bdad-1c576dd9a969&version=1.0,South East,"The project involves a proposed amendment to the Environmental Clearance (EC) for the expansion of a Group Housing Project (GHP)  on a plot area of 20,879.08 m². Previously, the project was granted EC by the EAC-MoEF&CC under Proposal No. IA/DL/MIS/170702-2018 and File No. IA3-21/10/2021-IA-III, dated 21.05.2021, for a Built-Up Area (BUA) of 1,42,876.04 m² (comprising FAR and Non-FAR). While the plot area is unchanged, a minor revision in the FAR and Non-FAR area has led to an increase in the total BUA to 1,48,100.88 m². This adjustment does not affect the number of dwelling units, population, water consumption, or wastewater generation, ensuring no significant impact on the project's environmental parameters. The amendment seeks to update the BUA specifications in line with this minor change while adhering to all previously established environmental norms.",1492930.0
114481284,New,IA/DL/INFRA2/514212/2024,2024-12-11T07:04:01.102+00:00,2025-03-03T06:01:36.862+00:00,EC Granted,1.2183,47500.0,"Ministry of Health & Family Welfare Dept.,Govt. of India",Ind Tech House Consult ,Environment clearance form,TOR,B2,Building / Construction ,"Proposed Medical College attached to Atal Bihari Vajpayee Institute of Medical Sciences & Dr. Ram Manohar Lohia Hospital at Baba Kharak Singh Marg Area, New Delhi",DELHI,Chanakya Puri,NA,IA3-21/07/2025-IA.III,,,Non - Linear,1.2183,0.0,1.2183,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-01-13T12:28:22.545+00:00,,,,,,,,,,,,,0,120080.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114481284,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114477309&refType=caf&uuid=7b7d28d4-7e82-4956-8d29-19ca3d3ffd57&version=1.0,New Delhi,"Proposed Medical College attached to Atal Bihari Vajpayee Institute of Medical Sciences & Dr. Ram Manohar Lohia Hospital at Baba Kharak Singh Marg Area, New Delhi. The total plot area of the project is 12183.57 sqm and the builtup area will be 74317 sqm.",73020.0
114372085,Amendment,IA/DL/INFRA2/514066/2024,2024-12-10T06:40:50.306+00:00,2025-02-04T06:52:55.628+00:00,Proposal Withdrawal Request Accepted,2.0879,86300.0, GODREJ VESTAMARK LLP,,Application for Amendment in EC- Form-4,OTHER,B2,,"Amendment in EC For Expansion of Group Housing colony  at Plot No.: B-319, Okhla Ind. area, Ph-1 New Delhi BY M/S GODREJ VESTAMARK LLP",DELHI,Kalkaji,TEHKHAND,,,,Linear,2.0879,0.0,2.0879,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-12T07:22:01.364+00:00,Category B2 projects and activities,,,,,,,,,,,,0,13900.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114372085,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=112550594&refType=caf&uuid=225f54be-27b9-4304-9ca9-89bac3808a52&version=1.0,South East,"The project involves a proposed amendment to the Environmental Clearance (EC) for the expansion of a Group Housing Project (GHP)  on a plot area of 20,879.08 m². Previously, the project was granted EC by the EAC-MoEF&CC under Proposal No. IA/DL/MIS/170702-2018 and File No. IA3-21/10/2021-IA-III, dated 21.05.2021, for a Built-Up Area (BUA) of 1,42,876.04 m² (comprising FAR and Non-FAR). While the plot area and FAR remain unchanged, a minor revision in the Non-FAR area has led to an increase in the total BUA to 1,48,100.88 m². This adjustment does not affect the number of dwelling units, population, water consumption, or wastewater generation, ensuring no significant impact on the project's environmental parameters. The amendment seeks to update the BUA specifications in line with this minor change while adhering to all previously established environmental norms.",1492930.0
114312177,New,IA/DL/INFRA2/513945/2025,2024-12-09T11:19:53.459+00:00,,Under Examination,2.0778,48000.0,POPULUS REALTY LIMITED,,Application for Corrigendum Form-13,OTHER,,," Environment Clearance for Development of Commercial Building as LP-1B-04 at Gateway District of Aerocity, IGI Airport, New Delhi",DELHI,Vasant Vihar,MAHIPALPUR,,,,Non - Linear,2.0778,0.0,2.0778,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-05T08:17:44.300+00:00,,,,,"Populus Realty Limited, 3rd Floor, Worldmark-2, Asset-8, Aerocity, NH-8, New Delhi",,7,Private Limited,Chief Projects,,7,,0,500020.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114312177,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114296088&refType=caf&uuid=4ac26442-5494-4e2a-b233-af4e9aaec10f&version=1.0,New Delhi,"Earlier Environment Clearance was obtained vide F. no. 21-91/2018-IA-III dated 04th November, 2024 for total plot area 20778 m2 and built-up area 145338.923 m2 to M/s Populus Realty Limited. ",146100.0
113816854,Expansion,IA/DL/INFRA2/512958/2024,2024-12-04T05:56:38.739+00:00,,Proposal returned in present form,17.5,13400.0, BOCHASANWASI SHRI AKSHARPURUSHOTTAM SWAMINARAYAN SANSTHA,Perfact Enviro Solutions Pvt. Ltd. ,Environment clearance form,TOR,B2,Building / Construction ,"Expansion of the Cultural Complex ""Akshar Dham"" at NH 24 off Nizamuddin Bridge, Akshardham Setu, New Delhi by M/s Bochasanwasi Shri Aksharpurshottum Swaminarayan Sanstha",DELHI,NAZUL,NA,IA3-02/01/2025-IA.III,,,Non - Linear,17.5,0.0,17.5,0.0,0.0,0.0,11000.0,2400.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-17T12:45:25.452+00:00,,,,,,,,,,,,,0,73000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=113816854,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=113810841&refType=caf&uuid=68b465b9-8fa1-4105-b545-ced718289a76&version=1.0,Central,"The Environment Clearance has been granted vide Letter No. DPCC/SEAC/163/SEIAA/31/2013 dated 30.07.2013 by the State Level Environment Impact Assessment Authority, Delhi for plot area 175,000.00 sqm.;After expansion, the project's built-up area will increase from 80,907.57 sqm to 93,760.06 sqm.",10950000.0
113702751,Expansion,IA/DL/INFRA2/512503/2025,2024-12-03T09:02:38.692+00:00,,DELISTED_BY_SYSTEM,0.76,3203448.0,DEEPAK GUPTA MEMORIAL FOUNDATION,,Application for Transfer of EC- Form-7,OTHER,B2,,REVISION & EXPANSION OF THE HOSPITAL PROJECT,DELHI,Vivek Vihar,KARKAR DUMAN,DPCC/SEIAA-III/C-305/DL/2016/3470,,,Non - Linear,0.76,0.0,0.76,0.0,0.0,0.0,0.0,3203448.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-10T06:11:42.830+00:00,,,,,PLOT NO 5 AND 6  KARKARDOOMA INSTITUTIONAL AREA VIKAS MARG DELHI,,7,Trust/NGO/Partnership,MEDICAL SUPERINTENDENT,,7,,0,4015.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=113702751,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=111219425&refType=caf&uuid=bdbb77f5-4351-4db9-b8b0-91ba8796cbc3&version=1.0,Shahdara,REVISION & EXPANSION OF THE PROJECT,7665.0
112842459,New,IA/DL/INFRA2/509182/2024,2024-11-28T12:39:01.615+00:00,2025-02-10T09:07:24.687+00:00,EC Granted,6.1674,21721.0,University of Delhi,Ind Tech House Consult ,Environment clearance form,TOR,B2,Building / Construction ,"Creation of New Infrastructure at Surajmal Vihar Campus, University of Delhi (Phase I)",DELHI,Vivek Vihar,KARKAR DUMAN,21-490/2024-IA.III,,,Non - Linear,6.1674,0.0,6.1674,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-12T10:48:57.343+00:00,,,,,,,,,,,,,0,7600.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=112842459,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=112834793&refType=caf&uuid=a3f52b18-aa7b-4892-9226-510b041f25a0&version=1.0,Shahdara,"The proposed building project “Creation of New Infrastructure at Surajmal Vihar Campus, University of Delhi (Phase I)” is an Educational Institution in Surajmal Vihar, Delhi. The total plot area of the project is 6.17 hectares (15.24 acres) to be developed by University of Delhi (DU). The land of the project has been allotted to DU by Delhi Development Authority (DDA), Govt. of Delhi for development of University Campus (educational institution). The project site is well connected to network of roads leading to various parts of NCR.",78595.0
112796508,New,IA/DL/INFRA2/509077/2024,2024-11-28T10:24:26.495+00:00,2024-12-18T07:57:22.744+00:00,Standard ToR Granted,3.7017,61400.0,"Delhi Transport Corporation, Delhi (DTC), Govt. of Delhi",Ind Tech House Consult ,Environment clearance form,TOR,B1,Townships/ Area Development Projects / Rehabilitation Centres,"Redevelopment of DTC Colony at Khasra no. 886, 887, 888, 889/1, 891, 892, 893, 894 min. 895 and 896 village Tehar, Hari Nagar, New Delhi.",DELHI,Rajouri Garden,TIHAR,21-475/2024-IA.III,,,Non - Linear,3.7017,0.0,3.7017,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-09T14:20:23.526+00:00,,,,,,,,,,,,,0,162120.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=112796508,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=112790568&refType=caf&uuid=99f8322e-3b7f-43e4-bb7d-9dc216893996&version=1.0,West,"Redevelopment of DTC Colony at Khasra No. 886, 887, 888, 889/1, 891, 892, 893, 894 min., 895 and 896 village Tehar, Hari Nagar, New Delhi. Total plot area of the project is 37017.64 sq.m. The site is earmarked for residential as per Delhi Master plan 2021",66815.0
