ID,Project Description,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,KML URLs,District,Employment (Operational),Village Code,Employment (Construction),Plot Number,proposal_url
123506020,"This is a hotel project located at plot no. 33 & 34, Industrial Area Phase-II, Chandigarh",New,SIA/CH/INFRA2/531350/2025,2025-03-26T07:28:14.519+00:00,,DELISTED_BY_SYSTEM,0.8941,45521.0,JOY HOTEL AND RESORTS PRIVATE LIMITED,Aplinka Solutions & Technologies Private Limited,Environment clearance form,TOR,B2,Building / Construction,Sheraton Chandigarh Hotel,CHANDIGARH,Chandigarh,CHANDIGARH,,,,Non - Linear,0.8941,0.0,0.8941,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,YES,NO,2025-03-28T09:54:08.744+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=122606104&refType=caf&uuid=eff733bb-4113-443f-b368-5f33b5b99e46&version=1.0,Chandigarh,80319.0,0,100.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=123506020
124200333,"The project will comprise of main Critical Care Block (2B+G+6) having 182 bedded (150 Census beds + 32 Non-Census beds) along with Service block (G). The proposed built-up area of the project will be 24,381.9 sq.m.",New,IA/CH/INFRA2/532754/2025,2025-04-04T04:20:01.651+00:00,,Pending at MS for Proposal Withdraw Request,1.0454,24381.0,POST GRADUATE INSTITUTE OF MEDICAL EDUCATION AND RESEARCH CHANDIGARH,Eco Paryavaran Laboratories & Consultants Pvt. Ltd.  (formerly Eco Laboratories & Consultants Pvt. Ltd.),Environment clearance form,TOR,B2,Building / Construction,"Critical Care Block (CCB) by M/s Post Graduate Institute of Medical Education & Research (PGIMER) at PGIMER, Sector-12, Chandigarh.",CHANDIGARH,Chandigarh,CHANDIGARH,,,,Hybrid,1.0454,0.0,1.0454,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-04-07T05:20:11.626+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=112589798&refType=caf&uuid=859f2cf8-3113-4ecd-8a91-1c851d148072&version=1.0,Chandigarh,109550.0,0,50.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=124200333
124709521,"Critical Care Block (CCB) by M/s Post Graduate Institute of Medical Education & Research (PGIMER) at PGIMER, Sector-12, Chandigarh.",New,IA/CH/INFRA2/533735/2025,2025-04-11T10:23:06.246+00:00,,Under Examination,1.0454,24381.0,POST GRADUATE INSTITUTE OF MEDICAL EDUCATION AND RESEARCH CHANDIGARH,,Environment clearance form,TOR,B2,Building / Construction,"Critical Care Block (CCB) by M/s Post Graduate Institute of Medical Education & Research (PGIMER) at PGIMER, Sector-12, Chandigarh.",CHANDIGARH,Chandigarh,CHANDIGARH,,,"Sector-12,",Hybrid,1.0454,0.0,1.0454,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-04-11T17:48:18.618+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=124707328&refType=caf&uuid=b24809f9-1338-4871-9d52-f5c86600299d&version=1.0,Chandigarh,109520.0,0,18300.0,"Sector-12,",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=124709521
128423873,"This is a hotel project located at plot no. 33 & 34, Industrial Area Phase-II, Chandigarh",New,IA/CH/INFRA2/539539/2025,2025-05-29T06:23:55.404+00:00,,Under Examination,0.8941,45521.0,JOY HOTEL AND RESORTS PRIVATE LIMITED,Aplinka Solutions & Technologies Private Limited,Environment clearance form,TOR,B2,Building / Construction,Sheraton Chandigarh Hotel,CHANDIGARH,Chandigarh,CHANDIGARH,,,,Non - Linear,0.8941,0.0,0.8941,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,YES,NO,2025-05-30T12:38:58.674+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=128417018&refType=caf&uuid=929e4920-6643-4d73-ad68-e8321974ff7c&version=1.0,Chandigarh,80319.0,0,100.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=128423873
129875431,"Diversion of Forest Land for construction of Mobile Tower near Forest Area, Behind Sukhna Lake, Chandigarh",New,FP/CH/CommPost/541245/2025,2025-06-13T06:40:51.877+00:00,,DELISTED_BY_SYSTEM,0.0049,0.0,indus towers ltd,,Forest clearance form,,,,"Diversion of Forest Land for construction of Mobile Tower near Forest Area, Behind Sukhna Lake, Chandigarh",CHANDIGARH,Chandigarh,CHANDIGARH,,,,Linear,0.0,0.0049,0.0049,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-13T06:55:31.061+00:00,,false,"Building no. 10 Tower A, 4th floor, DLF Cybercity Gurugram, 122002",,6,Private Limited,Enterprise Sales Lead,,6,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=129874815&refType=caf&uuid=3de2c138-e3dd-47cc-97dc-84f1e6cf7498&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=129874815&refType=FC&uuid=e6234444-05e7-48de-8df8-955049cce736&version=1.0,Chandigarh,0.0,0,200.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=129875431
130923605,The line carrying   daia sewer sump to STP Raipur khurd is under capacity due to which  sewer gets overflow and flows into  near by Sukhna choe passing through forest area which is against the guidelines of NGT/CPCC .Therefore an additional sewer  line has been proposed to sewer flowing in nearby choe through forest area.,New,FP/CH/Pipeline/542924/2025,2025-06-27T05:50:55.222+00:00,,DELISTED_BY_SYSTEM,1.0,62.32,Municipal Corporation Chandigarh,,Forest clearance form,,,,"Providing and laying of additional RCCNP-3 pipe line for carrying of sewer from village Dariya sewer sump to STP Plant Raipur Khurd, U.T. Chandigarh.",CHANDIGARH,Chandigarh,CHANDIGARH,,,,Linear,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative site is available for the the work of laying of sewer line as sewer levels does not matching,NO,NO,NO,2025-06-27T18:30:00.000+00:00,,false,"Division No. 1, Sector 11 near Karuna Sadan , Chandigarh",chandigarh,4,State Government (Department/Autonomous body),Executive engineer,,4,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130864974&refType=caf&uuid=633dd436-5035-42f5-824a-b5e2e1ae9b6b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=130864974&refType=FC&uuid=675e6001-5a0d-43a0-b41d-2314fa31eec5&version=1.0,Chandigarh,0.0,0,0.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130923605
133864867,"New Model Jail will have barracks with capacity of 700 prisoners, Administrative block, kitchen etc.",New,SIA/CH/INFRA2/547811/2025,2025-08-12T04:48:51.418+00:00,,ADS Raised,12.14,4422.0,Ministry of Defense,Eco Paryavaran Laboratories & Consultants Pvt. Ltd.  (formerly Eco Laboratories & Consultants Pvt. Ltd.),Environment clearance form,TOR,B2,Building / Construction,"Proposed “New Model Jail” located at Sector 51 Adjoining Main Jail on campus ‘A’ land, Model Jail, Chandigarh by C.P. Division No. 6, U.T., Chandigarh",CHANDIGARH,Chandigarh,CHANDIGARH,,1/5/ED/25/145,,Non - Linear,12.14,0.0,12.14,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-08-13T12:06:41.853+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=133863683&refType=caf&uuid=f0c5ca8b-b8f8-4554-8d49-6821474e87fa&version=1.0,Chandigarh,33215.0,0,18350.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=133864867
136087189,"The project will comprise of Critical Care Block (2 B+G+6) having 184 bedded (150 Census beds + 34 Non-Census beds) along with Service block (G). The proposed built-up area of the project will be 24,966.33 sq.m.",New,SIA/CH/INFRA2/551190/2025,2025-09-11T08:25:15.305+00:00,,ADS Raised,1.1791,24381.0,POST GRADUATE INSTITUTE OF MEDICAL EDUCATION AND RESEARCH CHANDIGARH,Eco Paryavaran Laboratories & Consultants Pvt. Ltd.  (formerly Eco Laboratories & Consultants Pvt. Ltd.),Environment clearance form,TOR,B2,Building / Construction,"Critical Care Block (CCB) by M/s Post Graduate Institute of Medical Education & Research (PGIMER) at PGIMER, Sector-12, Chandigarh",CHANDIGARH,Chandigarh,CHANDIGARH,,1/5/ED/2024/139,,Hybrid,1.1791,0.0,1.1791,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-09-11T12:39:43.800+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=136086884&refType=caf&uuid=8e78abbf-253a-4004-b8eb-fb7f0ae467f8&version=1.0,Chandigarh,109520.0,0,18300.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=136087189
136236234,Earmarking of Land of approx 01 Acre for Mini Bus Stand Terminal opposite to Exit Gate at Railway Station Chandigarh,New,FP/CH/OTHERS/551556/2025,2025-09-13T17:00:40.158+00:00,,DELISTED_BY_SYSTEM,0.4,30.0,CHANDIGARH TRANSPORT UNDERTAKING CHANDIGARH,,Forest clearance form,,,,Earmarking of Land of approx 01 Acre for Mini Bus Stand Terminal opposite to Exit Gate at Railway Station Chandigarh,CHANDIGARH,Chandigarh,CHANDIGARH,,,,Linear,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-09-14T14:52:33.096+00:00,,false,"Plot No. 701, Industrial Area, Phase-I, Chandigarh",CHANDIGARH,4,Central Government (Department/Autonomous body),"Director Transport, Chandigarh Transport Undertaking",CHANDIGARH,4,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=136218700&refType=caf&uuid=87f71938-7ca9-46b1-8228-89eeee17c5fb&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=136218700&refType=FC&uuid=43a351b6-66a4-48ab-a203-ff0635465a5f&version=1.0,Chandigarh,1835.0,0,1830.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=136236234
136515070,"Advanced Neuroscience Centre located at Sector-12, Chandigarh by M/s Post Graduate Institute of Medical Education & Research (PGIMER).The total plot area of the project is 11,450 sq.m (2.8 acres) with total built-up area of 47,648.60 sq.m. The project  comprises of 3 basements + Ground Floor + 6 floors. As per the drawings submitted for approval of the layout plan, the project planning has been revised with a slight increase in built-up area from 47,648.60 sq.m to 50,945 sq.m. As per the Office Memorandum dated 10.09.2025 issued by MoEF&CC, the application is being filed for amendment in the Environmental Clearance.",New,SIA/CH/INFRA2/552066/2025,2025-09-18T08:20:50.976+00:00,,ADS Raised,1.145,15.0,POST GRADUATE INSTITUTE OF MEDICAL EDUCATION AND RESEARCH CHANDIGARH,Eco Paryavaran Laboratories & Consultants Pvt. Ltd.  (formerly Eco Laboratories & Consultants Pvt. Ltd.),Application for amendment in ToR (for categories A & B1)/Amendment in EC (for category B2)- Form-3,OTHER,B2,Building / Construction,"Advanced Neuroscience Centre located at Sector 12, Chandigarh by M/s Post Graduate Institute of Medical Education & Research (PGIMER)",CHANDIGARH,Chandigarh,CHANDIGARH,,1/5/ED/2025/146,,Non - Linear,0.0,1.145,1.145,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,As it is already existing project,NO,NO,NO,2025-09-19T13:13:39.683+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=136500196&refType=caf&uuid=412182d0-4f7c-4a36-8885-4b9ce943f7d2&version=1.0,Chandigarh,14050.0,0,0.0,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=136515070
